suite,episode_index,decision_index,predicted_next_hop,target_match,predicted_continuation_gap,predicted_on_time,selected_steps,base_predicted_next_hop,base_target_match,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,large_gap_hard_feasible_case,disagreement,correction,new_error,policy
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,90,46,True,0.0,True,3,46,True,True,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,91,40,True,0.0,True,3,40,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,92,47,False,6.832174301147461,False,3,37,True,False,False,False,True,False,True,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,93,34,True,0.0,True,3,34,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,94,1,True,0.0,True,3,1,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,95,66,True,0.0,True,3,66,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,96,69,True,0.0,True,3,69,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,97,72,True,0.0,True,5,72,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,98,79,True,0.0,True,5,79,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,99,93,True,0.0,True,5,93,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,100,48,True,0.0,True,3,48,True,True,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,101,41,True,0.0,True,3,41,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,102,49,False,8.872142791748047,False,3,37,True,False,False,False,True,False,True,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,103,34,True,0.0,True,3,34,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,104,1,True,0.0,True,3,1,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,105,98,True,0.0,True,3,98,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,106,100,True,0.0,True,5,100,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,107,102,True,0.0,True,5,102,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,108,106,True,0.0,True,5,106,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,109,115,True,0.0,True,5,115,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,110,74,True,0.0,True,3,74,True,True,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,111,70,True,0.0,True,3,70,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,112,75,False,6.36579704284668,False,3,68,True,False,False,False,True,False,True,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,113,66,True,0.0,True,3,66,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,114,1,True,0.0,True,3,1,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,115,34,True,0.0,True,5,34,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,116,37,True,0.0,True,5,37,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,117,40,True,0.0,True,5,40,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,118,46,True,0.0,True,5,46,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,119,59,True,0.0,True,5,59,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,120,45,True,0.0,True,3,45,True,True,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,121,39,True,0.0,True,3,39,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,122,44,False,5.553213119506836,False,3,36,True,False,False,False,True,False,True,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,123,34,True,0.0,True,3,34,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,124,1,True,0.0,True,3,0,False,False,False,False,True,True,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,125,98,True,0.0,True,3,98,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,126,100,True,0.0,True,5,100,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,127,103,True,0.0,True,5,103,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,128,108,True,0.0,True,5,108,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,129,118,True,0.0,True,5,118,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,130,48,True,0.0,True,3,48,True,True,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,131,41,True,0.0,True,3,41,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,132,37,True,0.0,True,3,37,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,133,34,True,0.0,True,3,34,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,134,1,True,0.0,True,3,0,False,False,False,False,True,True,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,135,2,True,0.0,True,5,2,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,136,5,True,0.0,True,5,5,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,137,8,True,0.0,True,5,8,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,138,14,True,0.0,True,5,14,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,139,26,False,6.482535362243652,True,3,27,True,False,False,False,True,False,True,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,140,108,True,0.0,True,3,108,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,141,103,True,0.0,True,3,103,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,142,109,False,6.028554916381836,True,3,100,True,False,False,False,True,False,True,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,143,98,True,0.0,True,3,98,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,144,1,True,0.0,True,3,1,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,145,34,True,0.0,True,5,34,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,146,36,True,0.0,True,5,36,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,147,38,True,0.0,True,5,38,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,148,43,True,0.0,True,5,43,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,149,52,True,0.0,True,5,52,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,150,47,True,0.0,True,3,47,True,True,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,151,40,True,0.0,True,3,40,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,152,46,False,5.288503646850586,False,3,37,True,False,False,False,True,False,True,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,153,34,True,0.0,True,3,34,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,154,1,True,0.0,True,3,0,False,False,False,False,True,True,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,155,2,True,0.0,True,5,2,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,156,4,True,0.0,True,5,4,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,157,2,False,7.54274845123291,True,3,6,True,False,False,False,True,False,True,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,158,11,True,0.0,True,5,11,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,159,20,False,6.702893257141113,True,3,21,True,False,False,False,True,False,True,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,160,47,True,0.0,True,3,47,True,True,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,161,40,True,0.0,True,3,40,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,162,46,False,5.369789123535156,False,3,37,True,False,False,False,True,False,True,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,163,34,True,0.0,True,3,34,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,164,1,True,0.0,True,5,0,False,False,False,False,True,True,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,165,98,True,0.0,True,3,98,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,166,101,True,0.0,True,5,101,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,167,104,True,0.0,True,5,104,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,168,111,True,0.0,True,5,111,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,169,125,True,0.0,True,5,125,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,170,108,True,0.0,True,3,108,True,True,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,171,103,True,0.0,True,3,103,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,172,109,False,7.991083145141602,True,3,100,True,False,False,True,True,False,True,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,173,98,True,0.0,True,3,98,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,174,1,True,0.0,True,3,0,False,False,False,False,True,True,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,175,2,True,0.0,True,5,2,True,True,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,176,5,True,0.0,True,5,5,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,177,2,False,7.142734527587891,True,3,9,True,False,False,True,True,False,True,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,178,17,True,0.0,True,3,17,True,False,False,True,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,179,32,False,7.5420613288879395,True,3,33,True,False,False,True,True,False,True,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,180,109,True,0.0,True,3,109,True,True,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,181,103,True,0.0,True,3,103,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,182,108,False,15.355236053466797,False,3,100,True,True,False,False,True,False,True,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,183,98,True,0.0,True,3,98,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,184,1,True,0.0,True,3,1,True,False,False,True,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,185,34,True,0.0,True,5,34,True,False,False,True,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,186,36,True,0.0,True,5,36,True,False,False,True,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,187,39,True,0.0,True,5,39,True,False,False,True,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,188,45,True,0.0,True,5,45,True,False,False,True,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,189,57,True,0.0,True,5,57,True,False,False,True,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,190,111,True,0.0,True,3,111,True,True,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,191,104,True,0.0,True,3,104,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,192,110,False,7.822359085083008,False,3,101,True,True,False,False,True,False,True,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,193,98,True,0.0,True,3,98,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,194,1,True,0.0,True,3,1,True,False,False,False,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,195,34,True,0.0,True,5,34,True,False,False,True,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,196,36,True,0.0,True,5,36,True,False,False,True,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,197,39,True,0.0,True,5,39,True,False,False,True,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,198,45,True,0.0,True,5,45,True,False,False,True,False,False,False,learned_gate
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,199,56,True,0.0,True,5,56,True,False,False,True,False,False,False,learned_gate
