suite,episode_index,decision_index,hard_feasible_case,large_gap_hard_feasible_case,gap_bucket,slack_band,packet_band,load_band,depth_band,hard_condition_count,oracle_action_gap,oracle_action_gap_ratio,target_match,strictly_suboptimal,base_predicted_next_hop,base_target_match,candidate_predicted_next_hop,candidate_target_match,action_agreement,hard_near_tie_case
a1_multiheavy_ood_deeper_packets6_round7_eval,0,1,True,False,near_tie,moderate,1,high_load,4,2,0.0,0.0,True,False,8,True,8,True,True,True
a1_multiheavy_ood_deeper_packets6_round7_eval,0,2,True,True,medium_gap,loose,1,high_load,4,2,6.459989547729492,0.2648337911182455,True,False,5,True,5,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,0,3,True,False,medium_gap,loose,1,high_load,4,2,5.718162536621094,0.2623965936697068,True,False,2,True,2,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,0,4,True,False,near_tie,loose,1,high_load,4,2,0.8270072937011719,0.0442521635428674,False,True,1,False,1,False,True,True
a1_multiheavy_ood_deeper_packets6_round7_eval,0,5,True,False,medium_gap,loose,1,high_load,4,2,4.144609451293945,0.3004456558920404,True,False,98,True,98,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,0,6,True,False,medium_gap,loose,1,high_load,4,2,4.461843490600586,0.3980352199483571,True,False,100,True,100,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,0,7,True,True,medium_gap,loose,1,high_load,4,2,5.331128120422363,0.604161490220042,True,False,103,True,103,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,0,8,True,True,large_gap,loose,1,high_load,4,2,6.624292850494385,1.1601245291637663,True,False,108,True,108,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,0,9,True,True,large_gap,loose,1,high_load,4,2,6.700149774551392,2.614226806981588,True,False,118,True,118,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,10,True,False,near_tie,loose,5+,low_load,4,2,0.0,0.0,True,False,15,True,15,True,True,True
a1_multiheavy_ood_deeper_packets6_round7_eval,1,11,True,False,medium_gap,loose,5+,low_load,4,2,4.968429565429688,0.246888830041625,True,False,8,True,8,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,12,True,True,medium_gap,loose,5+,low_load,4,2,6.473033905029297,0.3631835695460085,True,False,5,True,5,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,13,True,True,medium_gap,loose,5+,low_load,4,2,6.158465385437012,0.3918254847821912,True,False,2,True,2,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,14,True,False,near_tie,loose,5+,low_load,4,2,2.871891975402832,0.2040280712661264,True,False,1,True,1,True,True,True
a1_multiheavy_ood_deeper_packets6_round7_eval,1,15,True,True,medium_gap,loose,5+,low_load,4,2,5.242173194885254,0.4591176645743557,True,False,98,True,98,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,16,True,False,near_tie,loose,5+,low_load,4,2,3.37255859375,0.4582020270128445,True,False,101,True,101,True,True,True
a1_multiheavy_ood_deeper_packets6_round7_eval,1,17,True,True,medium_gap,loose,5+,low_load,4,2,5.856163024902344,1.1975519409070894,True,False,104,True,104,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,18,True,True,medium_gap,loose,5+,low_load,4,2,4.622727155685425,1.4773823410612534,True,False,110,True,110,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,19,True,True,medium_gap,loose,5+,low_load,4,2,4.827486157417297,2.944513338508932,True,False,122,True,122,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,20,True,False,near_tie,loose,5+,low_load,4,2,0.0,0.0,True,False,12,True,12,True,True,True
a1_multiheavy_ood_deeper_packets6_round7_eval,1,21,True,True,large_gap,loose,5+,low_load,4,2,7.984495162963867,0.3570572885814083,True,False,7,True,7,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,22,True,True,medium_gap,loose,5+,low_load,4,2,5.488485336303711,0.277194691049768,True,False,4,True,4,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,23,True,True,large_gap,loose,5+,low_load,4,2,6.738758087158203,0.3815655782391683,True,False,2,True,2,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,24,True,False,medium_gap,loose,5+,low_load,4,2,4.129183769226074,0.2763327097743336,True,False,1,True,1,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,25,True,True,medium_gap,loose,5+,low_load,4,2,4.917059898376465,0.4369115817548472,True,False,66,True,66,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,26,True,False,near_tie,loose,5+,low_load,4,2,3.204779624938965,0.4157177173952576,True,False,69,True,69,True,True,True
a1_multiheavy_ood_deeper_packets6_round7_eval,1,27,True,True,medium_gap,loose,5+,low_load,4,2,5.502544403076172,1.0057796495534002,True,False,73,True,73,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,28,True,True,medium_gap,loose,5+,low_load,4,2,5.806941509246826,1.5582016123202198,True,False,80,True,80,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,29,True,True,medium_gap,loose,5+,low_load,4,2,5.829537391662598,3.11811306789445,True,False,95,True,95,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,30,True,False,near_tie,moderate,5+,low_load,4,2,0.0,0.0,True,False,108,True,108,True,True,True
a1_multiheavy_ood_deeper_packets6_round7_eval,1,31,True,False,near_tie,loose,5+,low_load,4,2,0.0,0.0,True,False,103,True,103,True,True,True
a1_multiheavy_ood_deeper_packets6_round7_eval,1,32,True,False,medium_gap,loose,5+,low_load,4,2,6.447002410888672,0.2594253429699977,True,False,100,True,100,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,33,True,False,medium_gap,loose,5+,low_load,4,2,5.732648849487305,0.2599888065575926,True,False,98,True,98,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,34,True,False,medium_gap,loose,5+,low_load,4,2,4.5987396240234375,0.2323368009796624,True,False,1,True,1,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,35,True,True,medium_gap,loose,5+,low_load,4,2,4.824089050292969,0.3170477543706365,True,False,2,True,2,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,36,True,False,near_tie,loose,5+,low_load,4,2,3.786174774169922,0.3719756132067958,True,False,5,True,5,True,True,True
a1_multiheavy_ood_deeper_packets6_round7_eval,1,37,True,True,medium_gap,loose,5+,low_load,4,2,6.244255542755127,0.9262887872266304,True,False,8,True,8,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,38,True,True,medium_gap,loose,5+,low_load,4,2,5.2612175941467285,1.3965004879840497,True,False,15,True,15,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,39,True,True,medium_gap,loose,5+,low_load,4,2,5.472401022911072,3.3435942426099743,True,False,28,True,28,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,40,True,False,near_tie,tight,5+,low_load,4,2,0.0,0.0,True,False,11,True,11,True,True,True
a1_multiheavy_ood_deeper_packets6_round7_eval,1,41,True,False,near_tie,moderate,5+,low_load,4,2,0.0,0.0,True,False,6,True,6,True,True,True
a1_multiheavy_ood_deeper_packets6_round7_eval,1,42,True,False,near_tie,loose,5+,low_load,4,2,0.0,0.0,True,False,4,True,4,True,True,True
a1_multiheavy_ood_deeper_packets6_round7_eval,1,43,True,False,medium_gap,loose,5+,low_load,4,2,6.322639465332031,0.2476550763521544,True,False,2,True,2,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,44,True,False,near_tie,loose,5+,low_load,4,2,3.52337646484375,0.1544518974509045,True,False,1,True,1,True,True,True
a1_multiheavy_ood_deeper_packets6_round7_eval,1,45,True,True,large_gap,loose,5+,low_load,4,2,7.429508209228516,0.4088035449772876,True,False,98,True,98,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,46,True,True,medium_gap,loose,5+,low_load,4,2,4.597280502319336,0.3561261765481145,True,False,101,True,101,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,47,True,True,medium_gap,loose,5+,low_load,4,2,6.30576229095459,0.6774558098537615,True,False,104,True,104,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,48,True,True,medium_gap,loose,5+,low_load,4,2,5.076027870178223,0.828071117085245,True,False,110,True,110,True,True,False
a1_multiheavy_ood_deeper_packets6_round7_eval,1,49,True,True,large_gap,loose,5+,low_load,4,2,7.271536588668823,2.5477754334717613,True,False,123,True,123,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,0,True,False,near_tie,tight,5+,high_load,3,2,0.0,0.0,True,False,28,True,28,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,1,True,False,near_tie,loose,5+,high_load,3,2,0.0,0.0,True,False,26,True,26,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,2,True,False,medium_gap,loose,5+,high_load,3,2,4.292814254760742,0.2574385568705536,True,False,1,True,1,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,3,True,False,near_tie,loose,5+,high_load,3,2,3.739882469177246,0.2825013321657388,True,False,2,True,2,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,4,True,True,medium_gap,loose,5+,high_load,3,2,5.402537345886231,0.5762805573948364,True,False,5,True,5,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,5,True,True,medium_gap,loose,5+,high_load,3,2,5.709734916687012,0.8863720043946328,True,False,8,True,8,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,6,True,True,large_gap,loose,5+,high_load,3,2,8.127743482589722,2.909157076283325,True,False,15,True,15,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,7,True,False,near_tie,very_tight,5+,high_load,3,3,0.0,0.0,True,False,20,True,20,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,8,True,False,near_tie,moderate,5+,high_load,3,2,0.0,0.0,True,False,18,True,18,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,9,True,False,near_tie,loose,5+,high_load,3,2,1.996271133422852,0.1295144616836814,False,True,1,False,1,False,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,10,True,False,near_tie,loose,5+,high_load,3,2,3.154147148132324,0.240399590834941,True,False,2,True,2,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,11,True,True,medium_gap,loose,5+,high_load,3,2,5.655467987060547,0.6707187501908604,True,False,4,True,4,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,12,True,True,large_gap,loose,5+,high_load,3,2,8.070896625518799,1.4360113731163902,True,False,7,True,7,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,13,True,True,large_gap,loose,5+,high_load,3,2,6.623473167419434,2.2645089558638207,True,False,12,True,12,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,14,True,False,near_tie,very_tight,5+,high_load,3,3,0.0,0.0,True,False,29,True,29,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,15,True,False,near_tie,loose,5+,high_load,3,2,0.0,0.0,True,False,26,True,26,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,16,True,False,near_tie,loose,5+,high_load,3,2,1.912583351135254,0.1356051610437604,True,False,1,True,1,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,17,True,False,near_tie,loose,5+,high_load,3,2,2.375618934631348,0.2340530705843244,True,False,18,True,18,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,18,True,False,medium_gap,loose,5+,high_load,3,2,4.5576605796813965,0.7518822608668702,True,False,21,True,21,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,19,True,True,large_gap,loose,5+,high_load,3,2,6.632880449295044,2.272451124274623,True,False,25,True,25,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,20,True,False,near_tie,tight,5+,high_load,3,2,0.0,0.0,True,False,38,True,38,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,21,True,False,near_tie,moderate,5+,high_load,3,2,0.0,0.0,True,False,36,True,36,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,22,True,False,near_tie,loose,5+,high_load,3,2,0.0,0.0,True,False,34,True,34,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,23,True,False,near_tie,loose,5+,high_load,3,2,2.2715559005737305,0.1708863833577441,False,True,1,False,1,False,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,24,True,False,medium_gap,loose,5+,high_load,3,2,4.346497535705566,0.4701864576634081,True,False,18,True,18,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,25,True,True,medium_gap,loose,5+,high_load,3,2,4.676706790924072,0.8049145114840532,True,False,20,True,20,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,26,True,True,large_gap,loose,5+,high_load,3,2,7.78137993812561,2.843726853176965,True,False,23,True,23,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,27,True,False,near_tie,very_tight,5+,high_load,3,3,0.0,0.0,True,False,8,True,8,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,28,True,False,near_tie,moderate,5+,high_load,3,2,0.0,0.0,True,False,5,True,5,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,29,True,True,medium_gap,loose,5+,high_load,3,2,5.796384811401367,0.2699749336117382,True,False,2,True,2,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,30,True,False,near_tie,loose,5+,high_load,3,2,3.183910369873047,0.1810088238882036,True,False,1,True,1,True,True,True
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,31,True,True,medium_gap,loose,5+,high_load,3,2,5.404262542724609,0.4160058423670866,True,False,26,True,26,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,32,True,True,medium_gap,loose,5+,high_load,3,2,6.372533798217773,0.7376454532117246,True,False,28,True,28,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,0,33,True,True,large_gap,loose,5+,high_load,3,2,8.354146718978882,2.274415011990392,True,False,30,True,30,True,True,False
a1_multiheavy_ood_heavy_dynamic_round7_eval,1,34,True,False,near_tie,very_tight,5+,high_load,3,3,0.0,0.0,True,False,38,True,38,True,True,True
