suite,episode_index,decision_index,predicted_next_hop,target_match,predicted_continuation_gap,predicted_on_time,selected_steps,base_predicted_next_hop,base_target_match,hard_near_tie_intersection_case,baseline_error_hard_near_tie_case,large_gap_hard_feasible_case,disagreement,correction,new_error,policy
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,50,44,True,0.0,True,3,44,True,True,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,51,39,True,0.0,True,3,39,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,52,45,False,6.610832214355469,True,3,36,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,53,34,True,0.0,True,3,34,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,54,0,False,0.8542728424072266,True,3,1,True,True,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,55,66,True,0.0,True,3,66,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,56,69,True,0.0,True,3,69,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,57,66,False,8.050910472869873,True,3,72,True,False,False,True,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,58,78,False,5.806103229522705,True,3,79,True,False,False,True,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,0,59,72,False,7.2150819301605225,True,3,93,True,False,False,True,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,60,80,True,0.0,True,3,80,True,True,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,61,73,True,0.0,True,3,73,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,62,81,False,8.358392715454102,True,3,69,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,63,66,True,0.0,True,3,66,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,64,1,True,0.0,True,3,1,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,65,98,True,0.0,True,3,98,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,66,1,False,9.033563613891602,True,3,101,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,67,98,False,9.249818801879883,True,3,104,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,68,111,False,7.193807601928711,True,3,110,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,69,104,False,8.571344137191772,True,3,122,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,70,42,True,0.0,True,3,42,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,71,38,True,0.0,True,3,38,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,72,43,False,4.866924285888672,True,3,36,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,73,34,True,0.0,True,3,34,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,74,1,True,0.0,True,3,0,False,False,False,False,True,True,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,75,2,True,0.0,True,3,2,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,76,1,False,11.784902572631836,True,3,4,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,77,2,False,6.775568962097168,True,3,7,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,78,12,False,6.548773765563965,True,3,13,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,79,25,False,5.749237060546875,True,3,24,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,80,45,True,0.0,True,3,45,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,81,39,True,0.0,True,3,39,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,82,44,False,5.8195037841796875,True,3,36,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,83,34,True,0.0,True,3,34,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,84,1,True,0.0,True,3,0,False,False,False,False,True,True,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,85,98,True,0.0,True,3,98,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,86,0,False,9.249000549316406,True,3,100,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,87,98,False,8.085977554321289,True,3,102,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,88,106,False,8.154213905334473,True,3,107,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,1,89,102,False,7.687729120254517,True,3,116,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,90,46,True,0.0,True,3,46,True,True,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,91,40,True,0.0,True,3,40,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,92,47,False,6.832174301147461,False,3,37,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,93,34,True,0.0,True,3,34,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,94,1,True,0.0,True,3,1,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,95,66,True,0.0,True,3,66,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,96,69,True,0.0,True,3,69,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,97,66,False,5.873900890350342,True,3,72,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,98,78,False,5.630915641784668,True,3,79,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,99,72,False,6.737226963043213,True,3,93,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,100,48,True,0.0,True,3,48,True,True,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,101,41,True,0.0,True,3,41,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,102,49,False,8.872142791748047,False,3,37,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,103,34,True,0.0,True,3,34,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,104,1,True,0.0,True,3,1,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,105,98,True,0.0,True,3,98,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,106,1,False,8.179884910583496,True,3,100,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,107,98,False,7.046492099761963,True,3,102,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,108,107,False,5.763427257537842,True,3,106,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,109,102,False,6.927730321884155,True,3,115,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,110,74,True,0.0,True,3,74,True,True,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,111,70,True,0.0,True,3,70,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,112,75,False,6.36579704284668,False,3,68,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,113,66,True,0.0,True,3,66,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,114,1,True,0.0,True,3,1,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,115,0,False,5.730775833129883,True,3,34,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,116,1,False,14.23427677154541,True,3,37,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,117,34,False,10.92066478729248,True,3,40,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,118,47,False,5.522375106811523,True,3,46,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,119,40,False,9.320563554763794,True,3,59,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,120,45,True,0.0,True,3,45,True,True,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,121,39,True,0.0,True,3,39,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,122,44,False,5.553213119506836,False,3,36,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,123,34,True,0.0,True,3,34,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,124,1,True,0.0,True,3,0,False,False,False,False,True,True,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,125,98,True,0.0,True,3,98,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,126,1,False,9.246268272399902,True,3,100,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,127,98,False,8.097959041595459,True,3,103,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,128,109,False,4.246059894561768,True,3,108,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,2,129,103,False,5.788507699966431,True,3,118,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,130,48,True,0.0,True,3,48,True,True,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,131,41,True,0.0,True,3,41,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,132,37,True,0.0,True,3,37,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,133,34,True,0.0,True,3,34,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,134,1,True,0.0,True,3,0,False,False,False,False,True,True,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,135,0,False,3.169921875,True,3,2,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,136,1,False,8.992732048034668,True,3,5,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,137,2,False,8.881193161010742,True,3,8,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,138,15,False,6.950630187988281,True,3,14,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,139,26,False,6.482535362243652,True,3,27,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,140,108,True,0.0,True,3,108,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,141,103,True,0.0,True,3,103,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,142,109,False,6.028554916381836,True,3,100,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,143,98,True,0.0,True,3,98,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,144,1,True,0.0,True,3,1,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,145,0,False,4.788454055786133,True,3,34,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,146,1,False,10.251006126403809,True,3,36,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,147,34,False,6.566845893859863,True,3,38,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,148,43,True,0.0,True,3,43,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,149,38,False,5.121227502822876,True,3,52,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,150,47,True,0.0,True,3,47,True,True,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,151,40,True,0.0,True,3,40,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,152,46,False,5.288503646850586,False,3,37,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,153,34,True,0.0,True,3,34,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,154,1,True,0.0,True,3,0,False,False,False,False,True,True,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,155,0,False,2.5959110260009766,True,3,2,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,156,1,False,9.98044204711914,True,3,4,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,157,2,False,7.54274845123291,True,3,6,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,158,10,False,5.683709144592285,True,3,11,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,159,20,False,6.702893257141113,True,3,21,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,160,47,True,0.0,True,3,47,True,True,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,161,40,True,0.0,True,3,40,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,162,46,False,5.369789123535156,False,3,37,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,163,34,True,0.0,True,3,34,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,164,0,False,4.007843017578125,True,3,0,False,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,165,98,True,0.0,True,3,98,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,166,0,False,17.53580951690674,True,3,101,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,167,98,False,7.911257743835449,True,3,104,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,168,110,False,5.369719505310059,True,3,111,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,3,169,104,False,6.537312984466553,True,3,125,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,170,108,True,0.0,True,3,108,True,True,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,171,103,True,0.0,True,3,103,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,172,109,False,7.991083145141602,True,3,100,True,False,False,True,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,173,98,True,0.0,True,3,98,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,174,1,True,0.0,True,3,0,False,False,False,False,True,True,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,175,2,True,0.0,True,3,2,True,True,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,176,1,False,9.885812759399414,True,3,5,True,False,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,177,2,False,7.142734527587891,True,3,9,True,False,False,True,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,178,17,True,0.0,True,3,17,True,False,False,True,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,179,32,False,7.5420613288879395,True,3,33,True,False,False,True,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,180,109,True,0.0,True,3,109,True,True,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,181,103,True,0.0,True,3,103,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,182,108,False,15.355236053466797,False,3,100,True,True,False,False,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,183,98,True,0.0,True,3,98,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,184,1,True,0.0,True,3,1,True,False,False,True,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,185,0,False,6.127500534057617,True,3,34,True,False,False,True,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,186,1,False,9.766053199768066,True,3,36,True,False,False,True,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,187,34,False,7.387543678283691,True,3,39,True,False,False,True,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,188,44,False,6.072698593139648,True,3,45,True,False,False,True,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,189,39,False,8.143203020095825,True,3,57,True,False,False,True,True,False,True,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,190,111,True,0.0,True,3,111,True,True,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,191,104,True,0.0,True,3,104,True,False,False,False,False,False,False,fixed_middle
a1_multiheavy_ood_deeper_packets6_round9_eval_seed314,4,192,110,False,7.822359085083008,False,3,101,True,True,False,False,True,False,True,fixed_middle
